id;date;advertiser;client;affiliate;tags_id;stats_countrycode;stats_model;name;link;status
1390;2021-09-13 13:25:36;Hypnia;REACTIVPUB/ R-ADVERTISING;Julien;5;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.25""}]";Avis de Bons Plans (EXPERTSENDER);https://clk.tradedoubler.com/click?p=275856&a=2961697&g=25074242&url=https://www.hypnia.fr/?affiliation=reactivpub&utm_source=r_advertising&utm_medium=email&utm_campaign=rentree_2021;error
1391;2021-09-13 13:29:02;Mathon;COM&CLICK;Manon;55;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.17""}]";On Gagne;https://www.mobandclick.com/scripts/click.php?a_aid=5363986114fd5&a_bid=5mqquunn&chan=lida7qe0&data1=&data2=;error
1392;2021-09-13 13:30:41;Le coq sportif;BONZAI DIGITAL SAS, TF1;Thomas;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.15""}]";La Maison Indingo;https://tracker.bdtrkone.com/collecte/?action=mailredirect&c=kd22cnxsrhkb3afnmi31462ymhjs;success
1393;2021-09-13 13:32:12;Mathon;COM&CLICK;Manon;55;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.17""}]";Les Bon Kdo;https://www.mobandclick.com/scripts/click.php?a_aid=5363986114fd5&a_bid=v9e6ylkx&chan=lwz0g9qu&data1=&data2=;error
1394;2021-09-13 13:33:40;FDJ;ADVENTURE CONSEIL;Ayoub;10;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""10,5""}]";Clic et Astuce;http://kont.adcolink.com/tracking/?type=redirectemail&i=gci0bah0daji0bdgac0chcegj0a&advc=628-107-3098-13602-272469-0&avuid=[UID];success
1395;2021-09-13 13:34:39;L'OR ESPRESSO;Mailomedia;Gerson Lopes;46;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.20""}]";Le Petit Finaud;https://mailotrackb.com/?ref=LORKON39;error
1396;2021-09-13 13:34:52;Travaux faÃ§ade;Lovvis Advertising;Lou Lovvis;50;BE;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""14""}]";Voor Deelpakkers;http://lovvisadvertising.go2cloud.org/aff_c?offer_id=289&aff_id=1130&source=voordeelBENL1509&file_id=1364;success
1397;2021-09-13 13:35:53;Incenza;ADVERTISE ME;Alexis Baudran;3;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,25""}]";Clic et Astuce;https://stats.digitalmetric.fr/stclk/80d89603323ce26663a1be60378dd432/q3T/193589/1?;success
1398;2021-09-13 13:42:43;Veranda;Adkomo;Fabien Dautin;50;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""12""}]";Avis de Bons Plans (EXPERTSENDER);https://s7ad21z9XtUJr5N-c.kmotrack.xyz?o=440&a=235&k=1414&s=26858&d=512&affclickid=;success
1399;2021-09-13 13:44:30;KIA;Dataondemand;Sophiann;2;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""25""}]";Alerte Bons Plans;https://clk.tradedoubler.com/click?p=321158&a=3176688&g=25066694&url=https://codtrk0.fr/l_KON_KON_29220/%3Flien=kia_afv&email=[email]&nom=[lname]&prenom=[fname]&_perso=1;success
1400;2021-09-13 13:44:45;Le coq sportif;BONZAI DIGITAL SAS, TF1;Thomas;32;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.15""}]";Les Astuces des Voisins;https://tracker.affility.eu/collecte/?action=mailredirect&c=vhwtkd22cgzmtib631osno31462xk;success
1401;2021-09-13 13:48:04;Incenza;ADVERTISE ME;Alexis Baudran;3;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.25""}]";Fan de Bon Plans;https://stats.digitalmetric.fr/stclk/e967d5da3187bd8a15cb5550fc60fca6/q3T/193598/1?;success
1402;2021-09-13 13:49:08;Monnayeur automatique;LoudingAds;Zainab;10;BE;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""12""}]";Corner promo (FR);https://trk.loudedig.com/aff_c?offer_id=3103&aff_id=1065&file_id=5225&aff_sub=CornerPromoBEFR;error
1403;2021-09-13 13:50:32;Libra Facebook;LEAD FACTORY;Victoria CHIARAMONTE;10;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""20""}]";Les DÃ©nicheurs du net;http://www.carapaca.fr/tracking/cpc.php?ids=1644&idv=3333&sid=&email=[email]&nom=[lname]&prenom=[fname]&civ=[gender]&cp=[zcode]&redirect=https%3A%2F%2Finfo-coins.com%2Frendement%2F;success
1404;2021-09-13 13:57:13;Reduction d'impots;Maxiweb;Laura;10;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""32""}]";France Bons Plans;https://www.11informationenor.com/index.php?p1=Email&prenom=[fname]&email=[email]&nom=[lname]&cp=[zcode]&cam=5&ver=104_A&crea=130&part=42&bas=149&sc=Frbpns1409;error
1405;2021-09-13 13:57:24;L'Officiel Des Vacances;COM&CLICK;Manon Brillouet;38;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""1""}]";Avis de Bons Plans (EXPERTSENDER);https://www.mobandclick.com/scripts/click.php?a_aid=5363986114fd5&a_bid=pck3l3yq&chan=sao75mf9&data1=[email]&data2=;success
1406;2021-09-13 13:59:55;FDJ;ADVENTURE CONSEIL;Ayoub;10;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""10,5""}]";Clic et Astuce;http://kont.adcolink.com/tracking/?type=redirectemail&i=gci0bah0daji0bdgac0chcegj0a&advc=628-107-3098-13602-272469-0&avuid=[UID];success
1407;2021-09-13 14:01:18;Incenza;ADVERTISE ME;Alexis Baudran;3;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.25""}]";On Gagne;https://stats.digitalmetric.fr/stclk/88e3918cfa080b97f5ee6e4c670a30d5/q3T/193605/1?;success
1408;2021-09-13 14:01:50;Pandora;ADVERTISE ME;Jean Baptiste Leturque;58;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,18""}]";Super Malin;https://stats.digitalmetric.fr/stclk/662e89ae46cd91ef0892bd2356252128/pYL/193603/1?;success
1409;2021-09-13 14:04:21;Mathon;COM&CLICK;Manon Brillouet;55;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.17""}]";L'astuce du jour;https://www.mobandclick.com/scripts/click.php?a_aid=5363986114fd5&a_bid=ugfa5htw&chan=znjuigm0&data1=&data2=;error
1410;2021-09-13 14:07:32;Corona direct;Words7Media;Sara Neto;2;BE;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""1.7""}]";De Bonnes Affaires;http://words7media.go2cloud.org/aff_c?offer_id=706&aff_id=1064&file_id=749&aff_sub=desbonnesaffaires;error
1411;2021-09-13 14:07:53;Mathon;COM&CLICK;Manon;55;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.17""}]";L'Ã¯le Aux Offres;https://www.mobandclick.com/scripts/click.php?a_aid=5363986114fd5&a_bid=3wpxjful&chan=pk28dtmn&data1=&data2=;error
1412;2021-09-13 14:11:00;Abrisud;Digitalisme;Antoine;50;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""7""}]";Comptoir des Reducs;https://clk.tradedoubler.com/click?p=319453&a=2883222&g=25067460&url=http://dgtlsm.fr/abrisud/?lname=[lname]&fname=[fname]&email=[email];success
1413;2021-09-13 14:13:15;Abrisud;Digitalisme;Antoine;50;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""7""}]";Corner promo (FR);https://clk.tradedoubler.com/click?p=319453&a=3146459&g=25067460&url=http://dgtlsm.fr/abrisud/?lname=[lname]&fname=[fname]&email=[email];success
1414;2021-09-13 14:13:33;Livementor;CR DARWIN INTERACTIV;Clara;51;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""12""}]";Shop Privileges;https://clk.tradedoubler.com/click?p=320502&a=3058602&g=25063142&url=https://www.livementor.com/decouvrir-les-formations-livementor/?utm_source=darwin&utm_medium=email&utm_campaign=livementor_cpl&utm_content=ED_5624_SPVL;success
1415;2021-09-13 14:29:46;Les girandiÃ¨res;Digitalkeys;DÃ©janire;30;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""27""}]";Idee Maline;https://track.dkitaf.com/servlet/effi.redir?id_compteur=22612157&effi_param1=173230&url=https%3A%2F%2F%2Fwww.residences-seniors-girandieres.com%2Fjpo032019%3Futm_source%3Daffiliation%26utm_medium%3Dcpc%26utm_campaign%3Dclassic-102020;success
1416;2021-09-13 14:30:35;Livementor;CR DARWIN INTERACTIV;Clara;51;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""12""}]";Conso-Club;https://clk.tradedoubler.com/click?p=320502&a=3237558&g=25063142&url=https://www.livementor.com/decouvrir-les-formations-livementor/?utm_source=darwin&utm_medium=email&utm_campaign=livementor_cpl&utm_content=ED_5624_CSCB;success
1417;2021-09-13 14:31:19;Becquet;Avent Media;Matthieu;5;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.20""}]";Reducs Weekend;"https://clk.tradedoubler.com/click?p=306289&a=2789196&g=25066820&epi=KTK23&url=

https://www.becquet.fr/becquet/index.jsp?utm_source=AM&utm_medium=emailing&utm_term=2744&utm_content=email&utm_campaign=Rentree_AH21&codesrc=2744";success
1418;2021-09-13 14:41:14;FDJ;ADVENTURE CONSEIL;Ayoub;10;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""11""}]";Les PrivilÃ¨ges (.net);;ERROR IN DATA 
1419;2021-09-13 14:43:55;Welmo;Kontiki media;Sandra Wong;30;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Avis de Bons Plans (EXPERTSENDER);http://clk.tradedoubler.com/click?p=310492&a=2961684&g=25065610&epi=&url=#;success
1420;2021-09-13 14:45:11;Vente unique;Kontiki media;Hasina Millet;8;Fr;"[{""modelid"":5,""modelname"":""c2l"",""payout"":""0.45""}]";Conso-Club;https://clk.tradedoubler.com/click?p=309571&a=3230007&g=25066698&epi=&url=https://vu.wsktm.com/v22/?email=[email]&idaff=3230007&idlink=0;success
1421;2021-09-13 14:45:38;IdÃ©es Placements.;LoudingAds;Zainab;10;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""11""}]";Une Proposition;;ERROR IN DATA 
1422;2021-09-13 14:50:29;Primark;EGENTIC / BIG BANG;Davide;33;BE;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""1""}]";Voor Deelpakkers;https://www.hetbestevooru.be/_static/_supload/bba/16284/22887/index.html?aff_id=5264&source=voordeelBENL1509;error
1423;2021-09-13 14:54:20;Disrepair Claim;ACROSS;Francesco;50;GB;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""13""}]";Daily Promo (UK);https://affiliate.across.it/v2/click/761iyg0ao6x2zxzo8ml;error
1424;2021-09-13 14:56:35;Better Driving Community;EFFILIATION - EFFINITY;DaphnÃ©e ChÃ©neaux;2;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""4""}]";Idee Maline;https://track.effimailing13.com/servlet/effi.redir?id_compteur=22661275&url=https%3A%2F%2Fbetterdrivingcommunity.com%2Finscription;success
1425;2021-09-13 14:57:57;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.35""}]";L'Agenda des Ventes PrivÃ©es (COM);https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=48575&to_shootid=19291&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1426;2021-09-13 14:59:35;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.35""}]";Vos Reducs ;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=56687&to_shootid=19292&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1427;2021-09-13 15:00:25;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.35""}]";Ma Tendances Shopping;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=56688&to_shootid=19293&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1428;2021-09-13 15:01:12;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.35""}]";Shoptapromo (EXPERTSENDER);https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=51794&to_shootid=19294&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1429;2021-09-13 15:01:31;Aldi sweep;TimeOne;ThÃ©o Parietti;8;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.3""}]";Une Proposition;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=56248&to_shootid=19297&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1430;2021-09-13 15:02:30;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.35""}]";Promo en Exclu;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=51677&to_shootid=19295&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1431;2021-09-13 15:02:54;Aldi sweep;TimeOne;ThÃ©o Parietti;8;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.3""}]";Ma DestinÃ©;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=52215&to_shootid=19299&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1432;2021-09-13 15:03:31;Aldi sweep;TimeOne;ThÃ©o Parietti;8;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.30""}]";Les PrivilÃ¨ges (.net);https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=56247&to_shootid=19298&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1433;2021-09-13 15:04:34;Cuisine AVIVA;ADVENTURE CONSEIL;Ayoub;55;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";Temps privileges;http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1434;2021-09-13 15:08:22;Lidl Vins;ADVERTISE ME;Marjorie Dien;42;Fr;"[{""modelid"":null,""modelname"":"""",""payout"":""""}]";Avis de Bons Plans (MINDBAZZ);https://stats.digitalmetric.fr/stclk/35c64ec7e942da0d0872edf73f2321e5/q1y/193435/1?;success
1435;2021-09-13 15:11:52;Mathon;COM&CLICK;Manon Brillouet;55;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.17""}]";Les Astuces des Voisins;https://www.mobandclick.com/scripts/click.php?a_aid=5363986114fd5&a_bid=l9x45rjc&chan=h4xm5qbn&data1=&data2=;error
1436;2021-09-13 15:17:10;FDJ;LoudingAds;Zainab;12;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""9""}]";Corner promo (FR);http://trk.loudedig.com/aff_c?offer_id=2356&aff_id=1065&file_id=4111&aff_sub=Corner promo;success
1437;2021-09-13 15:22:37;ResponsabilitÃ© civile dÃ©cennale;NEOPERF;Sophie Alleaume;20;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""11""}]";Votre Entreprise;https://clk.tradedoubler.com/click?p=278629&a=3209295&g=23762474&url=https://entreprise-devis.net/3810_MB_0616/?qcp=3810_MB_0616&utm_source=n&utm_medium=e-mail&utm_campaign=newsc&utm_nooverride=1;success
1438;2021-09-13 15:23:49;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.18""}]";Promo en Exclu;https://mailotrackb.com/?ref=OUIKON18;error
1439;2021-09-13 15:24:17;Abrisud;Digitalisme;Antoine;50;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""7""}]";Les DÃ©nicheurs du net;https://clk.tradedoubler.com/click?p=319453&a=2776697&g=25067460&url=http://dgtlsm.fr/abrisud/?lname=[lname]&fname=[fname]&email=[email];success
1440;2021-09-13 15:25:15;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.18""}]";L'Agenda des Ventes PrivÃ©es (COM);https://mailotrackb.com/?ref=OUIKON17;error
1441;2021-09-13 15:26:22;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.18""}]";Shoptapromo (EXPERTSENDER);https://mailotrackb.com/?ref=OUIKON16;error
1442;2021-09-13 15:27:27;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.18""}]";Vos Reducs ;https://mailotrackb.com/?ref=OUIKON15;error
1443;2021-09-13 15:28:31;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,18""}]";Les DÃ©nicheurs du net;https://mailotrackb.com/?ref=OUIKON10;error
1444;2021-09-13 15:30:20;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,18""}]";Super Malin;https://mailotrackb.com/?ref=OUIKON11;error
1445;2021-09-13 15:31:43;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,18""}]";Alerte Bons Plans;https://mailotrackb.com/?ref=OUIKON09;error
1446;2021-09-13 15:32:58;Thermomix;LEAD FACTORY;Victoria CHIARAMONTE;55;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""5.5""}]";La Gazette des Bons Plans;http://www.carapaca.fr/tracking/cpc.php?ids=1949&idv=3487&sid=&email=[email]&nom=[lname]&prenom=[fname]&civ=[gender]&cp=[zcode]&redirect=https%3A%2F%2Flb.affilae.com%2Fr%2F%3Fp%3D60dc51b5d132754125c00ca7%26af%3D275%26ad%3D6%26lp%3Dhttps%253A%252F%252Fad.doubleclick.net%252Fddm%252Fclk%252F500221740%253B307414605%253Bm;success
1447;2021-09-13 15:40:24;Cuisine AVIVA;ADVENTURE CONSEIL;Ayoub;55;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";Les DÃ©nicheurs du net;http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1448;2021-09-13 15:40:43;Thermomix;COM&CLICK;Manon Brillouet;55;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""5.5""}]";Le Guide des Economies;http://www.carapaca.fr/tracking/cpc.php?ids=1948&idv=3487&sid=&email=[email]&nom=[lname]&prenom=[fname]&civ=[gender]&cp=[zcode]&redirect=https%3A%2F%2Flb.affilae.com%2Fr%2F%3Fp%3D60dc51b5d132754125c00ca7%26af%3D275%26ad%3D6%26lp%3Dhttps%253A%252F%252Fad.doubleclick.net%252Fddm%252Fclk%252F500221740%253B307414605%253Bm;success
1449;2021-09-13 15:41:09;Cuisine AVIVA;ADVENTURE CONSEIL;Ayoub;55;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";L'Astucieux;http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1450;2021-09-13 15:41:28;Cuisine AVIVA;ADVENTURE CONSEIL;Ayoub;55;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";Super Malin;http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1451;2021-09-13 15:43:56;Aviva;ADVENTURE CONSEIL;Ayoub;50;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";L'Agenda des Ventes PrivÃ©es (COM);http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1452;2021-09-13 15:44:44;Aviva;ADVENTURE CONSEIL;Ayoub;50;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";Promo en Exclu;http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1453;2021-09-13 15:46:38;Quick and Easy Hearing;Acquirely;Hayden Brown;14;NZL;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""15""}]";Daily-Promos (NET);https://tracking.gopsjump.com.au/aff_c?offer_id=6719&aff_id=8171&source=dailypromoNZ1509&file_id=49902;error
1454;2021-09-13 15:48:19;Code RDL;Maxiweb;Sandrine;22;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""1.6""}]";Shoptapromo (EXPERTSENDER);https://www.07linfo-cool.com/index.php?p1=Email&prenom=[fname]&email=[email]&cam=127&ver=455_A&crea=540&part=42&bas=179&sc=Shptpr1609;success
1455;2021-09-13 15:54:03;Cuisine AVIVA;ADVENTURE CONSEIL;Ayoub;55;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";Ma DestinÃ©;http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1456;2021-09-13 16:00:14;Cuisine AVIVA;ADVENTURE CONSEIL;Ayoub;55;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";Une Proposition;http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1457;2021-09-13 16:01:10;Aviva;ADVENTURE CONSEIL;Ayoub;50;Fr;"[{""modelid"":3,""modelname"":""cpm"",""payout"":""9""}]";Les PrivilÃ¨ges (.net);http://kont.adcolink.com/tracking/?type=redirectemail&i=cci0bah0fdfh0bdjec0chcgca0a&avuid=[UID];success
1458;2021-09-13 16:59:54;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,35""}]";Alerte Bons Plans;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=61569&to_shootid=19308&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1459;2021-09-13 17:03:56;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0,35""}]";Ma Selection Shopping;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=62260&to_shootid=19309&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1460;2021-09-14 06:26:35;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.30""}]";France Bons Plans;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=60958&to_shootid=19312&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1461;2021-09-14 06:27:51;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.30""}]";Conso-Club;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=62249&to_shootid=19313&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1462;2021-09-14 06:30:48;Aldi sweep;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.30""}]";L'Astucieux;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=48798&to_shootid=19314&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1463;2021-09-14 07:29:16;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.18""}]";Avis de Bons Plans (EXPERTSENDER);https://mailotrackb.com/?ref=OUIKON20;error
1464;2021-09-14 07:44:58;Volkswagen Golf;ADVENTURE CONSEIL;Ayoub;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.65""}]";Conso-Club;http://kont.adcolink.com/tracking/?type=redirectemail&i=bbg0bah0fdej0bdief0chbeaj0a&avuid=[UID];success
1465;2021-09-14 07:46:53;Plan de Reduction d Impots;Maxiweb;Sandrine;6;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""32""}]";Idee Maline;https://www.11idee-du-siecle.com/index.php?p1=Email&nom=[lname]&prenom=[fname]&email=[email]&cp=[zcode]&cam=5&ver=48_A&crea=58&part=42&bas=151&sc=Idmln2009;error
1466;2021-09-14 07:51:16;Volkswagen Golf;ADVENTURE CONSEIL;Ayoub;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.65""}]";L'Astucieux;http://kont.adcolink.com/tracking/?type=redirectemail&i=bbg0bah0bfhe0bdieh0chbeae0a&avuid=[UID];success
1467;2021-09-14 07:52:23;Oui SNCF;Mailomedia;MÃ©lanie Royant;38;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.18""}]";La Gazette des Bons Plans;https://mailotrackb.com/?ref=OUIKON05;error
1468;2021-09-14 07:54:57;Volkswagen Golf;ADVENTURE CONSEIL;Ayoub;2;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.65""}]";France Bons Plans;http://kont.adcolink.com/tracking/?type=redirectemail&i=bbg0bah0eibf0bdiee0chbebg0a&avuid=[UID];error
1469;2021-09-14 08:03:20;ALDI centrale d'achats;TimeOne;ThÃ©o Parietti;8;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.3""}]";Comptoir des Reducs;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=51795&to_shootid=19316&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1470;2021-09-14 08:04:14;ALDI centrale d'achats;TimeOne;ThÃ©o Parietti;33;Fr;"[{""modelid"":1,""modelname"":""cpc"",""payout"":""0.3""}]";Deal Exceptionnel;https://tracking.publicidees.com/clic.php?promoid=231414&progid=7796&partid=56029&to_shootid=19320&url=https%3A%2F%2Fshakr.cc%2F3rsev%3FCID%3DE_TIMEONE_ALDICTS_MAILING__JEU+CONCOURS;error
1471;2021-09-14 08:08:03;Renault JC;BONZAI DIGITAL SAS, TF1;Thomas;2;Fr;"[{""modelid"":2,""modelname"":""cpl"",""payout"":""""}]";Idee Maline;https://tracker.bdtrkfour.com/collecte/?action=mailredirect&c=tqrwd0eatb255jgp30690rlhqqh&gender=[gender]&lastname=[lname]&firstname=[fname]&zip_code=[zcode]&email=[email];success
